wave,depth
3500.3331,0.466
3500.847,0.175
3500.854,0.321
3501.717,0.382
3502.2802,0.227
3503.467,0.265
3504.4357,0.312
3504.8908,0.713
3505.666,0.182
3506.3128,0.173
3506.4974,0.208
3507.3949,0.292
3508.2043,0.245
3508.4738,0.152
3509.8357,0.359
3510.335,0.385
3510.336,0.502
3510.8399,0.698
3511.824,0.54
3513.8174,0.508
3513.9866,0.587
3515.052,0.604
3515.052,0.527
3515.052,0.265
3517.2994,0.505
3519.768,0.228
3520.019,0.181
3520.252,0.589
3521.2609,0.533
3522.2679,0.151
3524.0409,0.151
3524.2393,0.201
3524.534,0.355
3524.535,0.176
3524.536,0.573
3524.537,0.642
3524.716,0.223
3526.0405,0.479
3526.1655,0.465
3526.2378,0.282
3526.3811,0.373
3526.4245,0.188
3526.467,0.29
3526.6745,0.358
3527.7925,0.321
3529.8079,0.162
3529.8195,0.339
3530.3866,0.165
3530.772,0.414
3533.0063,0.351
3533.1981,0.412
3533.8542,0.214
3535.4073,0.623
3535.714,0.433
3536.5559,0.466
3537.7286,0.152
3537.8946,0.216
3540.1208,0.197
3541.0831,0.497
3542.0752,0.486
3545.1959,0.481
3545.6397,0.311
3547.8989,0.164
3548.183,0.205
3549.0027,0.245
3551.951,0.205
3552.828,0.197
3553.7381,0.381
3554.1178,0.157
3554.9241,0.546
3556.594,0.269
3556.7999,0.546
3556.8777,0.431
3558.5148,0.579
3558.532,0.533
3561.5755,0.325
3561.8936,0.177
3564.5356,0.297
3565.2936,0.217
3565.3787,0.658
3565.5815,0.288
3565.9669,0.348
3565.967,0.244
3566.1521,0.195
3566.1777,0.193
3566.372,0.541
3566.372,0.45
3566.372,0.168
3567.696,0.505
3569.376,0.208
3569.4949,0.212
3570.0974,0.699
3570.254,0.588
3571.86,0.202
3571.867,0.348
3571.9949,0.385
3572.468,0.387
3572.526,0.678
3573.7315,0.513
3573.8288,0.16
3573.8885,0.319
3575.245,0.171
3575.3695,0.245
3576.34,0.628
3576.7644,0.5
3576.853,0.211
3578.704,0.542
3580.925,0.595
3581.1927,0.73
3582.1994,0.27
3584.5155,0.201
3584.6591,0.424
3584.7858,0.184
3584.9574,0.378
3585.287,0.658
3585.3186,0.548
3585.492,0.519
3585.7051,0.478
3586.0044,0.204
3586.1033,0.37
3586.1126,0.411
3586.9843,0.544
3587.1309,0.471
3587.2388,0.169
3587.7521,0.3
3588.6088,0.262
3588.9172,0.158
3589.1046,0.2
3589.4516,0.204
3589.632,0.465
3589.7591,0.469
3590.474,0.468
3592.0216,0.479
3593.333,0.379
3593.502,0.518
3594.632,0.364
3596.0465,0.618
3597.703,0.208
3597.704,0.353
3599.6248,0.17
3600.7324,0.451
3601.9155,0.287
3602.462,0.172
3602.5254,0.224
3603.203,0.395
3603.6147,0.417
3603.7727,0.556
3603.8274,0.279
3605.344,0.487
3605.4524,0.43
3605.5003,0.346
3606.679,0.517
3608.1415,0.169
3608.8091,0.265
3608.8589,0.649
3610.1589,0.473
3610.462,0.216
3610.463,0.361
3611.0429,0.398
3612.0683,0.275
3612.743,0.227
3613.1787,0.377
3613.829,0.697
3614.765,0.175
3614.8822,0.311
3617.3183,0.169
3617.7859,0.392
3618.3858,0.214
3618.5965,0.154
3618.7675,0.663
3619.39,0.25
3619.391,0.579
3619.391,0.502
3621.219,0.224
3621.2644,0.344
3621.4605,0.443
3622.0032,0.406
3622.2617,0.232
3623.1858,0.297
3623.773,0.152
3624.2799,0.241
3624.826,0.535
3624.8262,0.585
3624.8852,0.256
3625.1414,0.181
3627.7048,0.154
3630.3473,0.176
3630.742,0.661
3631.0968,0.34
3631.461,0.547
3631.4629,0.66
3631.671,0.425
3632.0384,0.337
3632.296,0.162
3633.1212,0.346
3634.1886,0.173
3634.3278,0.161
3634.6969,0.368
3635.3401,0.273
3635.7461,0.307
3636.7413,0.159
3638.2962,0.341
3640.3881,0.418
3641.328,0.584
3641.3282,0.623
3642.784,0.627
3643.2042,0.193
3643.6229,0.241
3644.6898,0.192
3645.311,0.505
3645.8199,0.213
3646.9804,0.21
3647.3881,0.424
3647.4236,0.585
3647.8422,0.9
3648.7069,0.518
3648.8146,0.177
3649.5059,0.833
3649.8298,0.171
3650.0294,0.701
3650.0977,0.678
3650.2695,0.151
3650.2787,0.696
3650.3584,0.593
3650.4189,0.217
3650.5349,0.175
3651.4666,0.842
3651.673,0.229
3651.795,0.84
3653.4942,0.312
3653.7542,0.186
3653.9686,0.356
3655.4647,0.534
3656.2095,0.453
3656.26,0.21
3656.742,0.542
3657.8977,0.214
3658.1363,0.208
3658.1605,0.265
3659.5164,0.654
3659.7605,0.876
3661.3704,0.19
3662.2325,0.877
3662.256,0.171
3662.8331,0.425
3662.8364,0.286
3663.404,0.195
3663.4514,0.191
3664.095,0.183
3664.5368,0.355
3664.6107,0.43
3664.677,0.229
3664.7258,0.201
3664.9414,0.526
3665.9845,0.704
3666.095,0.264
3666.2415,0.328
3666.534,0.179
3667.2528,0.517
3667.682,0.304
3667.9859,0.412
3668.2095,0.189
3669.1519,0.419
3669.4125,0.28
3669.464,0.353
3669.5207,0.775
3670.0243,0.425
3670.0883,0.619
3670.618,0.231
3671.264,0.172
3671.476,0.406
3673.0827,0.358
3673.759,0.466
3674.144,0.239
3674.714,0.286
3674.7633,0.276
3676.3106,0.599
3676.363,0.531
3677.3055,0.525
3677.4534,0.763
3677.5033,0.288
3677.6276,0.818
3677.667,0.847
3677.8407,0.848
3677.882,0.804
3678.86,0.416
3679.353,0.597
3679.6775,0.624
3679.913,0.862
3680.3401,0.163
3680.657,0.299
3680.7844,0.689
3681.2246,0.428
3682.1671,0.417
3682.2104,0.808
3682.2441,0.807
3682.808,0.656
3683.0543,0.615
3683.6114,0.305
3683.6976,0.151
3684.1072,0.796
3684.1373,0.359
3684.223,0.615
3685.1813,0.933
3685.1962,0.937
3685.9968,0.812
3686.2578,0.256
3686.6732,0.462
3686.831,0.71
3687.0964,0.263
3687.4562,0.868
3687.6578,0.603
3688.4605,0.364
3688.801,0.643
3689.369,0.183
3689.4577,0.806
3689.8676,0.16
3689.9074,0.338
3690.4547,0.285
3690.7267,0.681
3691.555,0.757
3693.0264,0.319
3694.0058,0.825
3694.1069,0.236
3694.1915,0.468
3695.0513,0.742
3695.1128,0.203
3697.152,0.794
3697.4252,0.67
3697.457,0.163
3697.9963,0.525
3698.0657,0.162
3698.152,0.391
3698.6027,0.251
3699.1387,0.283
3700.3462,0.315
3701.0858,0.826
3702.0292,0.37
3703.5476,0.333
3703.5839,0.567
3703.6907,0.54
3703.8212,0.33
3703.853,0.821
3704.4607,0.747
3705.5654,0.872
3706.024,0.934
3706.2165,0.863
3707.0371,0.497
3707.0456,0.807
3707.4556,0.178
3707.5638,0.521
3707.8218,0.675
3707.9194,0.829
3709.2461,0.873
3709.266,0.306
3709.5336,0.494
3709.6654,0.184
3710.2872,0.851
3711.2224,0.454
3711.4079,0.456
3711.971,0.841
3712.8871,0.639
3712.93,0.858
3715.172,0.828
3715.3996,0.477
3715.4638,0.789
3715.9111,0.316
3716.4418,0.78
3718.1508,0.167
3718.4063,0.416
3719.9344,0.912
3721.2716,0.247
3721.3931,0.356
3721.5023,0.588
3721.6001,0.267
3721.6362,0.879
3721.939,0.854
3722.5627,0.871
3723.3708,0.162
3723.6023,0.25
3724.0841,0.348
3724.3768,0.754
3725.3056,0.324
3726.9261,0.756
3727.033,0.367
3727.092,0.662
3727.3412,0.757
3727.3755,0.246
3727.6187,0.87
3727.6734,0.265
3727.8088,0.598
3728.3417,0.273
3728.6675,0.223
3730.3862,0.608
3730.4604,0.268
3730.946,0.364
3731.3732,0.278
3732.3961,0.816
3732.7476,0.752
3733.3171,0.863
3734.368,0.866
3734.8635,0.912
3735.3236,0.777
3736.81,0.23
3736.9017,0.939
3737.1312,0.903
3737.5445,0.152
3738.3048,0.787
3738.3591,0.69
3739.5227,0.562
3740.239,0.576
3741.0588,0.158
3741.5546,0.367
3741.6383,0.896
3742.1386,0.233
3742.6165,0.501
3743.3618,0.859
3743.4676,0.781
3743.573,0.155
3743.5972,0.157
3743.881,0.221
3744.1023,0.584
3744.5588,0.168
3745.4707,0.682
3745.5608,0.893
3745.7992,0.712
3745.8991,0.864
3745.966,0.263
3746.562,0.514
3746.9268,0.708
3747.5523,0.211
3748.0028,0.772
3748.2618,0.881
3748.487,0.806
3748.6692,0.437
3748.8993,0.169
3748.9645,0.724
3749.4848,0.904
3750.152,0.862
3750.4739,0.168
3750.8677,0.679
3751.2184,0.158
3751.59,0.348
3752.4151,0.418
3752.8583,0.216
3753.6105,0.749
3754.5002,0.201
3754.5692,0.578
3755.5679,0.458
3756.9371,0.638
3757.4537,0.155
3757.6849,0.874
3758.2326,0.895
3759.1543,0.21
3759.2914,0.938
3759.4624,0.74
3760.0493,0.704
3760.2208,0.237
3760.5316,0.575
3761.3206,0.936
3761.4082,0.184
3761.6724,0.228
3761.8446,0.207
3761.872,0.801
3762.2033,0.195
3762.892,0.431
3763.7299,0.195
3763.7886,0.884
3764.0961,0.374
3764.2081,0.766
3765.5383,0.835
3765.5849,0.38
3765.698,0.188
3766.6583,0.206
3766.815,0.161
3767.1914,0.876
3768.0266,0.292
3769.4591,0.836
3769.9867,0.579
3770.301,0.23
3770.63,0.876
3770.9662,0.647
3773.6911,0.209
3774.3298,0.807
3774.6471,0.313
3774.8239,0.426
3775.571,0.558
3775.571,0.223
3776.0534,0.762
3776.4544,0.412
3776.5573,0.234
3777.449,0.16
3778.3435,0.231
3778.5088,0.36
3778.6961,0.165
3778.7931,0.548
3779.2009,0.208
3779.4534,0.221
3779.5701,0.33
3781.1861,0.191
3781.5115,0.249
3783.3429,0.761
3783.529,0.564
3783.533,0.22
3785.706,0.163
3785.9479,0.651
3786.1489,0.276
3786.1869,0.542
3786.3233,0.33
3786.6766,0.414
3787.1633,0.212
3787.2392,0.25
3787.8799,0.849
3788.6935,0.678
3789.1755,0.323
3789.3065,0.263
3789.8161,0.178
3790.0927,0.695
3790.754,0.225
3792.1538,0.257
3793.3542,0.347
3793.4801,0.453
3793.8711,0.237
3794.3391,0.612
3795.002,0.855
3796.8814,0.419
3797.5144,0.802
3797.898,0.878
3798.3573,0.187
3798.5109,0.836
3799.5471,0.851
3799.7872,0.181
3801.6792,0.455
3801.8086,0.206
3801.9834,0.276
3802.2778,0.171
3804.0089,0.245
3805.342,0.815
3806.2165,0.348
3806.6952,0.785
3806.7143,0.45
3807.144,0.643
3807.144,0.378
3807.5367,0.685
3808.7283,0.484
3809.5638,0.155
3810.7555,0.344
3811.8906,0.254
3812.9642,0.837
3813.0577,0.529
3813.3882,0.754
3813.6345,0.282
3813.8834,0.273
3814.1238,0.601
3814.523,0.311
3814.5799,0.817
3814.7787,0.248
3815.3803,0.231
3815.8396,0.883
3816.3402,0.598
3817.639,0.464
3818.3414,0.182
3819.4926,0.156
3819.565,0.188
3820.4249,0.898
3821.1774,0.805
3821.8343,0.504
3821.9225,0.377
3823.5096,0.34
3824.3035,0.768
3824.4216,0.152
3824.4432,0.859
3824.9198,0.162
3825.8805,0.89
3826.8414,0.246
3827.0852,0.506
3827.5711,0.267
3827.8222,0.872
3829.3549,0.871
3829.4516,0.268
3830.8613,0.171
3831.676,0.348
3832.2996,0.865
3832.3037,0.886
3832.8907,0.504
3833.3077,0.561
3834.2221,0.876
3834.3599,0.247
3835.384,0.876
3836.0826,0.743
3836.3302,0.622
3836.761,0.448
3837.1342,0.157
3838.29,0.787
3838.2918,0.895
3838.2943,0.865
3839.2558,0.738
3839.6268,0.431
3840.4372,0.864
3841.0475,0.863
3841.0706,0.156
3843.05,0.205
3843.2564,0.76
3843.698,0.36
3845.1684,0.372
3845.1827,0.555
3845.4682,0.323
3845.6938,0.199
3845.9844,0.189
3846.024,0.394
3846.024,0.482
3846.024,0.162
3846.4092,0.512
3846.7906,0.184
3846.7998,0.776
3847.3391,0.168
3848.211,0.363
3849.365,0.163
3849.554,0.628
3849.9663,0.841
3850.386,0.255
3850.6905,0.404
3850.8177,0.703
3852.5724,0.606
3853.6645,0.742
3854.3659,0.266
3855.8465,0.182
3856.0175,0.838
3856.3711,0.858
3858.297,0.759
3858.297,0.573
3858.86,0.336
3859.2123,0.735
3859.911,0.888
3861.3324,0.231
3861.3433,0.19
3861.5909,0.171
3862.5954,0.807
3863.741,0.269
3863.7854,0.187
3863.9517,0.163
3865.5229,0.832
3865.6043,0.475
3866.7219,0.157
3866.77,0.157
3867.2157,0.696
3869.5581,0.264
3870.1781,0.154
3870.7894,0.192
3871.7479,0.526
3872.501,0.836
3872.7593,0.158
3873.1139,0.175
3873.7601,0.67
3878.0177,0.838
3878.306,0.777
3878.5728,0.849
3878.6707,0.628
3878.7074,0.528
3878.7259,0.625
3882.2864,0.6
3883.2798,0.551
3884.3581,0.46
3885.5101,0.573
3885.749,0.179
3886.2818,0.866
3887.0477,0.823
3888.416,0.162
3888.5131,0.83
3888.8214,0.471
3889.048,0.876
3889.666,0.236
3890.178,0.215
3890.241,0.236
3890.8402,0.31
3891.906,0.406
3891.9264,0.402
3893.304,0.182
3893.3092,0.171
3893.3898,0.644
3893.912,0.162
3894.0113,0.323
3894.0767,0.327
3895.572,0.55
3895.6559,0.826
3896.066,0.201
3896.1379,0.204
3897.4485,0.259
3897.8892,0.657
3898.0087,0.56
3898.059,0.166
3898.12,0.182
3899.0284,0.179
3899.1276,0.391
3899.707,0.837
3899.8617,0.17
3899.8617,0.157
3900.515,0.352
3900.539,0.889
3900.675,0.53
3902.9451,0.835
3903.2525,0.439
3903.859,0.767
3903.8977,0.529
3904.6599,0.416
3905.523,0.849
3905.6443,0.396
3906.0345,0.574
3906.4791,0.727
3906.7469,0.315
3907.9337,0.415
3909.6576,0.192
3909.8292,0.27
3910.8437,0.2
3910.998,0.198
3913.4611,0.885
3913.6313,0.274
3914.1833,0.202
3914.318,0.286
3914.5068,0.431
3916.4045,0.352
3916.7305,0.565
3917.1805,0.477
3918.3146,0.356
3918.4151,0.446
3918.6415,0.563
3919.0651,0.328
3919.158,0.201
3920.2574,0.817
3920.6272,0.195
3920.8363,0.168
3921.053,0.257
3922.9112,0.828
3925.6434,0.437
3925.9413,0.499
3926.0128,0.345
3927.9194,0.833
3928.0829,0.357
3929.2081,0.166
3930.2963,0.836
3930.3058,0.466
3931.1172,0.224
3932.0087,0.723
3932.627,0.397
3933.599,0.277
3933.655,0.93
3933.657,0.848
3933.659,0.95
3933.66,0.926
3933.661,0.942
3933.664,0.959
3933.7455,0.207
3935.8124,0.543
3935.9607,0.564
3937.3272,0.248
3937.7194,0.162
3938.2934,0.616
3938.4,0.524
3938.9665,0.333
3940.877,0.23
3941.2753,0.292
3942.4396,0.492
3942.7841,0.227
3943.0958,0.153
3944.006,0.839
3944.8889,0.184
3945.1168,0.271
3945.2115,0.369
3946.9945,0.315
3947.295,0.251
3947.481,0.194
3947.5308,0.319
3948.0971,0.572
3948.7747,0.664
3949.9525,0.565
3950.3494,0.421
3951.1631,0.682
3951.957,0.561
3952.6009,0.443
3952.6958,0.238
3953.1513,0.273
3955.3412,0.287
3956.4548,0.672
3956.6763,0.754
3957.0178,0.562
3958.22,0.309
3960.9095,0.16
3961.52,0.852
3963.1002,0.474
3963.684,0.395
3964.5152,0.162
3965.9151,0.258
3966.0611,0.538
3966.4991,0.421
3966.614,0.234
3966.6275,0.692
3967.4206,0.528
3967.961,0.368
3968.0884,0.246
3968.46,0.918
3968.462,0.808
3968.465,0.944
3968.466,0.913
3968.467,0.934
3968.469,0.957
3969.2569,0.833
3969.3987,0.595
3969.6276,0.187
3969.743,0.327
3970.072,0.875
3970.261,0.301
3970.3889,0.317
3971.322,0.535
3973.6283,0.357
3973.6492,0.21
3973.7075,0.16
3974.1606,0.25
3974.6496,0.181
3975.0179,0.151
3976.613,0.329
3976.658,0.242
3977.7406,0.617
3979.5171,0.322
3981.7705,0.421
3981.991,0.373
3982.5919,0.41
3983.899,0.218
3983.9559,0.493
3985.3869,0.289
3986.1714,0.537
3986.7533,0.588
3987.6061,0.263
3989.8572,0.189
3991.114,0.194
3991.127,0.257
3995.3071,0.222
3995.8613,0.359
3995.9828,0.195
3996.9635,0.276
3997.1098,0.268
3997.3916,0.733
3998.0521,0.566
3998.6362,0.16
3998.965,0.224
4001.6609,0.202
4002.5397,0.255
4002.9279,0.188
4003.2818,0.173
4005.2414,0.813
4005.7021,0.589
4006.3108,0.3
4006.624,0.183
4007.2717,0.315
4008.8649,0.181
4009.7124,0.543
4010.7801,0.17
4012.3838,0.775
4012.5129,0.22
4014.484,0.167
4014.5308,0.61
4015.4652,0.161
4015.4744,0.309
4015.6052,0.258
4017.1482,0.335
4017.463,0.253
4018.1,0.186
4018.2668,0.191
4021.866,0.628
4023.3772,0.495
4024.5505,0.525
4024.7247,0.453
4025.1293,0.633
4025.8175,0.318
4028.3383,0.763
4030.4882,0.574
4030.75,0.756
4030.8891,0.163
4031.9604,0.243
4032.454,0.273
4032.6268,0.187
4032.9398,0.446
4033.06,0.712
4034.48,0.611
4035.6204,0.423
4035.72,0.221
4037.9774,0.178
4040.0883,0.208
4040.6381,0.222
4041.35,0.497
4041.6488,0.189
4043.8966,0.405
4044.6088,0.32
4045.5933,0.372
4045.8119,0.862
4046.0618,0.167
4048.666,0.168
4048.74,0.198
4048.8313,0.217
4051.93,0.357
4052.4968,0.247
4053.8209,0.718
4054.076,0.295
4054.8054,0.378
4054.8662,0.191
4055.54,0.27
4055.542,0.269
4057.5052,0.65
4058.2166,0.233
4061.0947,0.217
4062.4407,0.536
4063.2757,0.511
4063.5936,0.847
4064.3602,0.224
4066.974,0.505
4067.0309,0.623
4067.2706,0.304
4067.9777,0.609
4070.6626,0.174
4070.7702,0.427
4071.7375,0.839
4072.561,0.151
4073.7619,0.347
4074.7856,0.305
4076.6288,0.582
4076.7997,0.211
4077.7093,0.888
4078.3531,0.266
4079.1676,0.177
4079.8378,0.246
4080.209,0.194
4082.94,0.159
4083.63,0.162
4084.4915,0.442
4085.004,0.285
4085.3027,0.416
4095.9702,0.268
4097.0984,0.26
4098.1754,0.369
4098.5282,0.173
4101.734,0.872
4102.9358,0.21
4104.1134,0.271
4107.4881,0.527
4109.8015,0.515
4109.8152,0.385
4110.9817,0.218
4111.0092,0.202
4112.9583,0.348
4114.4446,0.277
4118.5443,0.742
4119.5188,0.156
4120.2062,0.25
4121.8022,0.218
4122.5153,0.238
4122.6589,0.68
4124.7825,0.315
4125.6198,0.177
4126.1826,0.292
4127.6075,0.484
4128.0536,0.654
4128.1286,0.425
4128.7391,0.551
4129.1509,0.331
4130.645,0.189
4130.8715,0.234
4130.8937,0.677
4132.0578,0.79
4132.8989,0.442
4133.8553,0.152
4134.6772,0.631
4136.9975,0.552
4140.4025,0.172
4143.4144,0.727
4143.8259,0.272
4143.8675,0.803
4145.7788,0.405
4147.6686,0.298
4149.198,0.387
4149.3646,0.352
4150.2487,0.156
4153.8994,0.615
4154.4984,0.612
4154.8051,0.588
4156.7986,0.557
4157.7795,0.572
4158.792,0.424
4161.2,0.171
4161.5293,0.447
4161.7917,0.253
4163.6436,0.791
4167.2712,0.685
4170.9012,0.327
4171.9036,0.769
4172.1218,0.355
4172.6402,0.192
4173.4511,0.789
4173.5333,0.565
4174.0683,0.365
4175.6357,0.543
4176.5655,0.424
4177.5296,0.517
4177.6858,0.621
4178.8536,0.811
4179.0412,0.226
4179.421,0.418
4181.7544,0.717
4182.3823,0.279
4183.4285,0.179
4184.3118,0.226
4184.8912,0.525
4187.0384,0.731
4187.587,0.165
4187.7949,0.733
4187.8489,0.208
4188.7308,0.493
4191.4299,0.704
4191.6765,0.155
4195.3287,0.552
4196.2083,0.419
4198.2465,0.558
4198.3036,0.701
4198.6338,0.358
4199.0948,0.765
4200.924,0.338
4202.0288,0.786
4202.3526,0.151
4203.9379,0.199
4203.9844,0.433
4205.3811,0.162
4207.127,0.213
4208.6038,0.214
4208.98,0.19
4210.343,0.599
4210.3829,0.237
4213.6474,0.278
4215.5192,0.859
4216.1831,0.175
4217.056,0.163
4217.5454,0.523
4219.3595,0.685
4220.3411,0.186
4222.2127,0.589
4224.1711,0.532
4224.5127,0.217
4224.8535,0.208
4225.4541,0.514
4225.9555,0.182
4226.424,0.186
4226.728,0.829
4227.3339,0.212
4227.4264,0.753
4233.1621,0.848
4233.243,0.322
4233.6021,0.71
4235.2839,0.18
4235.936,0.755
4235.9628,0.272
4238.0231,0.426
4238.8096,0.643
4239.732,0.152
4239.8476,0.178
4242.364,0.698
4245.2572,0.332
4246.084,0.162
4246.822,0.833
4247.4249,0.647
4248.2236,0.195
4250.1188,0.742
4250.7863,0.775
4250.8921,0.179
4252.632,0.395
4254.352,0.753
4258.1478,0.551
4258.3279,0.169
4259.9988,0.176
4260.4736,0.789
4261.913,0.638
4267.8262,0.252
4269.277,0.272
4271.153,0.747
4271.7599,0.814
4273.32,0.629
4273.8675,0.179
4274.812,0.73
4275.567,0.557
4278.1514,0.286
4282.4025,0.71
4283.0105,0.588
4284.188,0.475
4285.4414,0.198
4287.8734,0.551
4287.9946,0.158
4289.3667,0.548
4289.73,0.696
4290.2043,0.503
4290.2098,0.462
4290.2151,0.794
4290.2203,0.381
4290.2253,0.37
4290.3484,0.23
4294.0911,0.365
4294.0922,0.376
4294.0937,0.794
4294.0948,0.469
4294.0963,0.499
4294.1243,0.732
4294.767,0.201
4296.5656,0.736
4298.0364,0.177
4298.9883,0.486
4299.234,0.739
4299.2393,0.259
4300.0315,0.691
4300.0373,0.659
4300.0428,0.825
4300.0484,0.61
4300.0535,0.6
4301.9117,0.299
4301.9175,0.247
4301.9228,0.749
4301.9282,0.221
4301.9332,0.217
4302.528,0.715
4303.17,0.782
4305.4434,0.362
4305.45,0.188
4305.714,0.235
4305.9073,0.184
4307.7438,0.541
4307.8549,0.352
4307.8606,0.326
4307.8658,0.764
4307.8712,0.26
4307.876,0.254
4307.9016,0.812
4309.374,0.289
4309.4537,0.189
4309.6215,0.248
4312.8489,0.334
4312.8549,0.311
4312.8607,0.759
4312.8661,0.24
4312.8713,0.24
4314.083,0.764
4314.302,0.487
4314.9599,0.324
4314.9659,0.301
4314.9715,0.756
4314.9767,0.24
4314.9817,0.233
4315.0843,0.651
4316.7943,0.284
4318.6516,0.579
4320.732,0.731
4320.9504,0.451
4324.996,0.679
4325.0406,0.187
4325.7615,0.813
4327.0954,0.295
4330.2378,0.274
4330.6985,0.341
4337.0453,0.508
4337.9119,0.347
4337.9131,0.358
4337.9144,0.786
4337.9153,0.441
4337.9167,0.478
4339.399,0.161
4339.446,0.183
4340.462,0.861
4341.3561,0.451
4343.2152,0.165
4343.9807,0.189
4344.2809,0.478
4344.501,0.224
4350.8378,0.244
4351.7618,0.822
4351.762,0.296
4351.9056,0.692
4352.7344,0.494
4355.0789,0.174
4357.5733,0.226
4362.0994,0.178
4367.578,0.224
4367.6526,0.515
4368.242,0.186
4369.4001,0.456
4369.7716,0.471
4371.367,0.25
4374.457,0.658
4374.8167,0.299
4374.9329,0.654
4375.9293,0.3
4383.5444,0.824
4384.313,0.442
4384.637,0.355
4385.3769,0.754
4386.8475,0.454
4388.4066,0.339
4390.572,0.452
4391.0259,0.249
4394.0587,0.503
4395.0283,0.598
4395.0296,0.594
4395.031,0.82
4395.0325,0.656
4395.0339,0.685
4395.8394,0.478
4398.0103,0.158
4399.7597,0.256
4399.7626,0.254
4399.7653,0.726
4399.7679,0.203
4399.7704,0.197
4400.389,0.624
4401.2896,0.221
4401.5408,0.432
4404.7498,0.797
4407.6728,0.158
4407.7085,0.17
4408.4131,0.234
4409.5176,0.171
4411.0719,0.45
4411.9297,0.156
4413.5912,0.441
4415.1221,0.759
4415.557,0.564
4416.8186,0.778
4417.702,0.3
4417.708,0.28
4417.7137,0.736
4417.7193,0.222
4417.7246,0.215
4418.3307,0.435
4421.9378,0.332
4422.5677,0.359
4425.437,0.478
4427.2981,0.189
4427.3094,0.332
4427.994,0.199
4430.6135,0.276
4433.2182,0.311
4433.988,0.304
4434.957,0.629
4435.679,0.385
4441.7283,0.249
4442.3386,0.51
4443.1937,0.397
4443.7983,0.501
4443.7994,0.511
4443.8008,0.799
4443.802,0.576
4443.803,0.597
4444.5543,0.283
4447.7168,0.455
4450.4821,0.659
4450.4835,0.178
4450.4849,0.196
4451.5408,0.251
4451.5806,0.207
4454.3807,0.269
4454.779,0.69
4455.2605,0.193
4455.887,0.379
4459.0329,0.268
4459.117,0.505
4461.4289,0.155
4461.6523,0.19
4461.7059,0.172
4462.0148,0.188
4464.449,0.5
4466.551,0.617
4468.4813,0.617
4468.4873,0.596
4468.4929,0.802
4468.4985,0.548
4468.5037,0.54
4469.1513,0.169
4469.3753,0.433
4470.4772,0.192
4470.8494,0.443
4472.9228,0.455
4476.0184,0.519
4476.0753,0.566
4481.126,0.769
4481.15,0.634
4481.325,0.759
4482.2523,0.373
4484.2198,0.242
4485.6755,0.172
4488.3232,0.512
4489.1758,0.687
4491.3971,0.732
4494.5628,0.557
4501.2581,0.553
4501.2643,0.534
4501.27,0.785
4501.2757,0.464
4501.2812,0.446
4508.2803,0.777
4515.333,0.758
4518.3317,0.201
4520.2182,0.744
4522.6276,0.794
4525.1364,0.548
4528.6136,0.668
4529.4798,0.446
4531.1477,0.262
4533.2394,0.193
4533.9538,0.622
4533.9571,0.602
4533.96,0.794
4533.9628,0.528
4533.9655,0.532
4534.1601,0.546
4541.5156,0.712
4544.0171,0.163
4545.1331,0.181
4547.8467,0.195
4549.1944,0.366
4549.4662,0.793
4549.6217,0.806
4549.8128,0.241
4554.0311,0.201
4554.0316,0.298
4554.0323,0.232
4554.0336,0.696
4554.988,0.572
4555.8868,0.781
4556.1258,0.276
4558.65,0.747
4563.7523,0.547
4563.7554,0.532
4563.7583,0.777
4563.7612,0.46
4563.7639,0.44
4565.74,0.307
4571.9591,0.617
4571.9658,0.598
4571.9717,0.786
4571.9777,0.536
4571.9834,0.528
4576.3329,0.685
4580.0531,0.33
4581.3949,0.19
4582.8296,0.64
4583.8292,0.803
4584.5967,0.215
4585.8654,0.251
4588.199,0.725
4589.9468,0.614
4592.049,0.593
4596.0088,0.196
4602.9405,0.237
4604.9875,0.186
4611.2786,0.437
4616.629,0.532
4618.803,0.691
4619.288,0.153
4620.5128,0.584
