wave,depth
3565.9669,0.784
3565.967,0.74
3566.0604,0.259
3566.1049,0.553
3566.1521,0.477
3566.1777,0.719
3566.3083,0.687
3566.371,0.743
3566.372,0.908
3566.372,0.886
3566.372,0.756
3566.372,0.817
3566.58,0.453
3567.0311,0.732
3567.3682,0.556
3567.5468,0.258
3567.696,0.876
3567.7383,0.505
3567.9339,0.209
3568.27,0.192
3568.4324,0.627
3568.8227,0.682
3568.974,0.735
3569.0723,0.275
3569.376,0.82
3569.4949,0.765
3569.808,0.699
3570.0097,0.719
3570.0303,0.504
3570.0974,0.935
3570.254,0.889
3571.2236,0.661
3571.844,0.546
3571.852,0.728
3571.856,0.587
3571.86,0.835
3571.867,0.87
3571.9949,0.816
3572.3091,0.212
3572.468,0.846
3572.526,0.92
3572.5903,0.689
3572.74,0.408
3573.0372,0.161
3573.0518,0.587
3573.055,0.434
3573.3936,0.687
3573.5692,0.294
3573.637,0.407
3573.6847,0.482
3573.7315,0.86
3573.8288,0.752
3573.8885,0.782
3574.032,0.347
3574.2431,0.442
3574.3393,0.58
3574.3485,0.291
3574.8,0.362
3574.93,0.347
3574.9645,0.709
3575.113,0.717
3575.245,0.743
3575.359,0.771
3575.3695,0.765
3575.7533,0.173
3575.9324,0.166
3575.9762,0.712
3575.9842,0.546
3576.24,0.21
3576.34,0.908
3576.758,0.703
3576.7644,0.784
3576.853,0.764
3577.4556,0.16
3577.868,0.71
3577.9989,0.38
3578.1871,0.222
3578.211,0.244
3578.3822,0.663
3578.6721,0.678
3578.704,0.902
3578.769,0.157
3579.827,0.38
3580.5329,0.239
3580.9212,0.491
3580.925,0.899
3581.1927,0.938
3581.6465,0.71
3581.8069,0.682
3581.928,0.243
3582.1994,0.767
3582.3183,0.627
3582.5642,0.372
3582.6837,0.458
3583.3245,0.723
3583.33,0.682
3583.5935,0.429
3583.6824,0.617
3583.9014,0.394
3584.1512,0.553
3584.3368,0.601
3584.5155,0.783
3584.6591,0.831
3584.7858,0.746
3584.9574,0.801
3584.961,0.305
3585.1587,0.68
3585.1897,0.656
3585.287,0.873
3585.3186,0.903
3585.492,0.806
3585.5688,0.59
3585.7051,0.885
3586.0044,0.719
3586.0059,0.346
3586.1033,0.805
3586.1126,0.814
3586.3592,0.156
3586.5159,0.496
3586.538,0.662
3586.7384,0.724
3586.9843,0.901
3587.1309,0.844
3587.1859,0.785
3587.1938,0.463
3587.2388,0.74
3587.3455,0.245
3587.423,0.718
3587.7521,0.787
3587.9273,0.759
3587.9322,0.684
3587.9369,0.305
3587.974,0.563
3588.314,0.342
3588.5264,0.711
3588.6088,0.776
3588.9172,0.734
3589.1046,0.816
3589.3507,0.255
3589.4516,0.758
3589.6035,0.435
3589.632,0.863
3589.7591,0.832
3589.9607,0.201
3590.0834,0.533
3590.3103,0.177
3590.474,0.863
3590.6517,0.226
3591.0003,0.395
3591.3467,0.523
3591.3476,0.445
3591.3984,0.682
3591.4831,0.519
3591.7094,0.478
3592.0216,0.835
3592.4702,0.322
3592.6,0.24
3592.6736,0.555
3592.6888,0.277
3592.8872,0.428
3592.8919,0.348
3593.0756,0.619
3593.3227,0.548
3593.333,0.799
3593.502,0.895
3594.0124,0.179
3594.632,0.806
3594.6742,0.412
3594.8716,0.737
3595.1089,0.469
3595.3014,0.705
3595.6733,0.263
3595.8637,0.443
3596.0465,0.893
3596.196,0.577
3596.5009,0.382
3597.0207,0.66
3597.0521,0.607
3597.699,0.549
3597.701,0.725
3597.702,0.589
3597.703,0.833
3597.704,0.867
3598.7135,0.232
3598.7173,0.554
3598.9287,0.168
3598.9802,0.534
3599.6248,0.714
3600.4732,0.412
3600.7324,0.862
3601.661,0.329
3601.9155,0.816
3602.0816,0.611
3602.0828,0.702
3602.271,0.329
3602.276,0.692
3602.28,0.763
3602.462,0.739
3602.5254,0.76
3602.6011,0.156
3602.6976,0.299
3602.7634,0.246
3603.203,0.82
3603.5667,0.441
3603.6147,0.758
3603.6806,0.545
3603.745,0.215
3603.7542,0.207
3603.7727,0.824
3603.8175,0.691
3603.8274,0.689
3604.2603,0.175
3604.3717,0.627
3604.471,0.439
3604.6971,0.537
3605.2007,0.699
3605.344,0.887
3605.3709,0.59
3605.3999,0.494
3605.4474,0.224
3605.4524,0.831
3605.5003,0.801
3605.525,0.157
3605.9838,0.217
3606.3744,0.309
3606.5334,0.611
3606.5992,0.616
3606.679,0.864
3606.7128,0.24
3606.7815,0.522
3606.8482,0.34
3607.0951,0.241
3607.369,0.216
3607.527,0.61
3608.1415,0.738
3608.173,0.215
3608.4836,0.602
3608.5143,0.47
3608.6746,0.153
3608.8091,0.649
3608.8589,0.924
3609.3113,0.779
3609.3161,0.717
3609.3185,0.17
3609.3209,0.396
3609.478,0.222
3609.49,0.205
3610.043,0.248
3610.1526,0.252
3610.1589,0.845
3610.2785,0.584
3610.292,0.54
3610.3388,0.238
3610.457,0.57
3610.46,0.733
3610.461,0.607
3610.462,0.837
3610.463,0.871
3610.6946,0.684
3610.8161,0.171
3611.0429,0.848
3611.4225,0.31
3611.4822,0.674
3611.6293,0.237
3611.889,0.566
3612.0683,0.777
3612.5048,0.17
3612.721,0.365
