time_val,vrad_val,vrad_err
0.0,-0.0024503809875651445,0.001
0.0006944444444444445,-0.0012122931564256803,0.001
0.001388888888888889,-0.0003111744610652949,0.001
0.0020833333333333333,-0.002712495532866431,0.001
0.002777777777777778,-0.0012982534873086943,0.001
0.0034722222222222225,-0.00046261396525266367,0.001
0.004166666666666667,-0.00023237077984708,0.001
0.004861111111111111,-0.0023780660101999545,0.001
0.005555555555555556,-0.002581885234185461,0.001
0.00625,-0.0015253797468767398,0.001
0.006944444444444445,0.0015328295644237446,0.001
0.0076388888888888895,0.0003283793507421563,0.001
0.008333333333333333,-0.000981141612662325,0.001
0.009027777777777779,-0.0009243878730844104,0.001
0.009722222222222222,0.0012165651951220448,0.001
0.010416666666666668,0.0009151614810571612,0.001
0.011111111111111112,-0.00017212266493102954,0.001
0.011805555555555555,-0.0033455506567903574,0.001
0.0125,-0.001710441558064007,0.001
0.013194444444444444,-0.0010192612938323303,0.001
0.01388888888888889,0.0013816650007714888,0.001
0.014583333333333334,-0.000893783956866713,0.001
0.015277777777777779,-0.0014479364668501594,0.001
0.015972222222222224,-0.0014952246982784033,0.001
0.016666666666666666,-0.0018581422402743327,0.001
0.017361111111111112,0.0012559161721705438,0.001
0.018055555555555557,-0.0007857719407611951,0.001
0.01875,-0.0012959357383524766,0.001
0.019444444444444445,-0.0026732448364751088,0.001
0.02013888888888889,0.0019609215536349014,0.001
0.020833333333333336,0.00035441997607271925,0.001
0.021527777777777778,0.0011132945936799276,0.001
0.022222222222222223,-0.0014238210431155834,0.001
0.02291666666666667,-0.0019453993207575655,0.001
0.02361111111111111,-0.0006815831096749713,0.001
0.024305555555555556,-0.002326853508258616,0.001
0.025,-0.00025493953150950604,0.001
0.025694444444444447,-0.0018222596811483228,0.001
0.02638888888888889,-0.002684613785193644,0.001
0.027083333333333334,-0.0011038807249222808,0.001
0.02777777777777778,-0.0017837063364817183,0.001
0.02847222222222222,0.0003575426655349031,0.001
0.029166666666666667,-0.0019330365647173312,0.001
0.029861111111111113,-0.0038787397103520905,0.001
0.030555555555555558,-0.0013695727901450406,0.001
0.03125,-0.0014984667172005168,0.001
0.03194444444444445,6.920269941685888e-06,0.001
0.03263888888888889,-0.0019164409345106656,0.001
0.03333333333333333,-0.0025680527502032887,0.001
0.03402777777777778,-0.002587985175981661,0.001
0.034722222222222224,-4.0947058833879405e-05,0.001
0.035416666666666666,0.000783203636165196,0.001
0.036111111111111115,0.0008706250471530582,0.001
0.03680555555555556,-0.0012684221994933337,0.001
0.0375,-0.0010349511026612238,0.001
0.03819444444444445,-2.7839584409821523e-05,0.001
0.03888888888888889,-0.002892732273532096,0.001
0.03958333333333333,-0.001877081336796539,0.001
0.04027777777777778,-0.001523679443134129,0.001
0.04097222222222222,0.000771340149449357,0.001
0.04166666666666667,-0.0014146326800878793,0.001
0.04236111111111111,-0.0029740317109898584,0.001
0.043055555555555555,-0.0037207322809971835,0.001
0.043750000000000004,-0.0009998404241807295,0.001
0.044444444444444446,0.001912249097889127,0.001
0.04513888888888889,-0.002368104418448919,0.001
0.04583333333333334,-0.0035499763344149803,0.001
0.04652777777777778,-0.003893427059786762,0.001
0.04722222222222222,-0.0019934609569740654,0.001
0.04791666666666667,-0.0008251383673742328,0.001
0.04861111111111111,-0.0019424813875277601,0.001
0.04930555555555556,-0.003373229684629166,0.001
0.05,-0.0023150383471582875,0.001
0.050694444444444445,-0.0026768623365152574,0.001
0.051388888888888894,-0.001842330002780506,0.001
0.052083333333333336,0.00018342733849716726,0.001
0.05277777777777778,-0.0010584690921437037,0.001
0.05347222222222223,-0.002596397712522933,0.001
0.05416666666666667,0.0004092094159282079,0.001
0.05486111111111111,0.0021907260507743366,0.001
0.05555555555555556,0.0010140732332638163,0.001
0.05625,-0.0022635944512164326,0.001
0.05694444444444444,-0.003595026138372238,0.001
0.05763888888888889,-0.0010405071531063585,0.001
0.058333333333333334,-0.0025624293044136026,0.001
0.05902777777777778,-0.00060450904074388,0.001
0.059722222222222225,-0.001991863943219799,0.001
0.06041666666666667,-0.004421203806753749,0.001
0.061111111111111116,-0.0014629176643073795,0.001
0.06180555555555556,-0.00020670337041068748,0.001
0.0625,0.00028334841002115716,0.001
0.06319444444444444,-0.0008603772447859768,0.001
0.0638888888888889,-0.0034481153945028742,0.001
